"Field","Sunlight","FieldXSunError","FieldError","Error","Biomass"
1,0.758459537522867,10,1.89819741379941,-0.651949901695459,41.4154382625613
1,0.216407935833558,10,1.89819741379941,0.235386572284857,31.4617427027554
1,0.318181007634848,10,1.89819741379941,0.0779608495637108,33.3397784160601
1,0.231625785352662,10,1.89819741379941,-0.961856634130129,30.5688564867225
1,0.142800022382289,10,1.89819741379941,-0.0713080861235987,29.6828897753216
1,0.414546335814521,10,1.89819741379941,1.44455085842335,36.6336749885132
1,0.413724326295778,10,1.89819741379941,0.451504053079215,35.6241879927942
1,0.368845450924709,10,1.89819741379941,0.0412329219929399,34.3163393542865
1,0.152444747742265,10,1.89819741379941,-0.422496832339625,29.5245955363051
1,0.13880606344901,10,1.89819741379941,-2.05324722154052,27.6210714612391
1,0.233034099452198,10,1.89819741379941,1.13133721341418,32.6902166162575
1,0.465962450252846,10,1.89819741379941,-1.46064007092482,34.7568063479315
1,0.265972640365362,10,1.89819741379941,0.739947510877334,32.957597731984
1,0.857827715342864,10,1.89819741379941,1.90910356921748,45.9638552898742
2,0.0458311666734517,3.0767141090901,-2.51161726554651,-1.4438931609718,21.6438106373565
2,0.442200074205175,3.0767141090901,-2.51161726554651,0.701784335374711,28.9726910192277
2,0.798924845643342,3.0767141090901,-2.51161726554651,-0.262197489402468,32.6734970461779
2,0.12189925997518,3.0767141090901,-2.51161726554651,-1.57214415914549,22.5102803481131
2,0.560947983758524,3.0767141090901,-2.51161726554651,-1.51466765378175,28.3090714943525
3,0.20653138961643,-0.854319021153027,-1.6660369183471,-1.60153617357459,23.6212971096281
3,0.127531650243327,-0.854319021153027,-1.6660369183471,-0.530906522170303,23.969420347314
3,0.753307864302769,-0.854319021153027,-1.6660369183471,-1.4617555849959,28.7617209024267
3,0.8950453591533,-0.854319021153027,-1.6660369183471,0.687916772975828,32.2076791710423
3,0.374462775886059,-0.854319021153027,-1.6660369183471,2.10010894052567,28.8587891088859
4,0.665115194628015,-3.66215313676361,-5.09287691553544,-1.28703047603518,22.8354908583934
4,0.0948406609240919,-3.66215313676361,-5.09287691553544,0.787738847475178,21.2959475172848
4,0.383969637798145,-3.66215313676361,-5.09287691553544,0.76904224100091,23.1097060899625
4,0.27438364457339,-3.66215313676361,-5.09287691553544,0.332202578950118,21.9783271844975
4,0.814640038879588,-3.66215313676361,-5.09287691553544,-1.00837660827701,24.0618102912673
5,0.448516341391951,0.543910439247451,-5.35895613237789,-0.119452606630659,24.2507073951671
5,0.810064353048801,0.543910439247451,-5.35895613237789,-0.280395335170247,27.9018945210254
5,0.812389509519562,0.543910439247451,-5.35895613237789,0.56298953322048,28.769795631001
5,0.794342321110889,0.543910439247451,-5.35895613237789,-0.372438756103829,27.6440794034154
5,0.439831687603146,0.543910439247451,-5.35895613237789,0.976973386685621,25.2555631767384
6,0.754475158639252,-0.416674087317134,1.51764320702129,-0.374580857767014,33.3734436875173
6,0.629221131559461,-0.416674087317134,1.51764320702129,1.05271146557933,33.600385847482
6,0.710182401351631,-0.416674087317134,1.51764320702129,-1.04917700666607,32.2743756099597
6,0.000624773325398564,-0.416674087317134,1.51764320702129,-1.26015524475811,25.263475368662
6,0.475316574098542,-0.416674087317134,1.51764320702129,3.2410399349424,34.3137967832499
7,0.220118885161355,0.0172925576996608,2.24104889314713,-0.416857588160432,29.0291865751227
7,0.379816537722945,0.0172925576996608,2.24104889314713,0.298227591540715,31.3440098613112
7,0.612771003274247,0.0172925576996608,2.24104889314713,0.636569674033849,34.0159249778543
7,0.351797909243032,0.0172925576996608,2.24104889314713,-0.483780625708744,30.2813308455129
7,0.111135424347594,0.0172925576996608,2.24104889314713,0.516862044313609,28.8711869966747
8,0.243619472719729,1.15584120337899,0.265021133652521,0.368964527385086,28.3517658127498
8,0.66805558744818,1.15584120337899,0.265021133652521,-0.215380507641693,32.5023626746128
8,0.417646779678762,1.15584120337899,0.265021133652521,0.0652930335253153,29.9895153203767
8,0.788195834029466,1.15584120337899,0.265021133652521,-0.034067253738464,34.0239414415116
8,0.102864644257352,1.15584120337899,0.265021133652521,2.12845189901618,28.5410146694458
9,0.434892741497606,-1.11198009537723,4.61133733939869,-0.741336096272828,32.7353365859325
9,0.984956979984418,-1.11198009537723,4.61133733939869,-1.09599626707466,37.2696583156227
9,0.893051114398986,-1.11198009537723,4.61133733939869,0.0377883991710788,37.5865818191935
9,0.886469060787931,-1.11198009537723,4.61133733939869,0.310480749443137,37.8007727459572
9,0.175052650272846,-1.11198009537723,4.61133733939869,0.436523478910183,31.6037322582909
10,0.130695691565052,1.9331296455565,10.2504234281357,-0.458365332711106,36.351666726986
10,0.653101925039664,1.9331296455565,10.2504234281357,-1.06332613397119,41.9806472374254
10,0.343516472261399,1.9331296455565,10.2504234281357,1.26318517608949,40.6128352031047
10,0.656758127966896,1.9331296455565,10.2504234281357,-0.349650387953555,42.7379529269841
10,0.320373242488131,1.9331296455565,10.2504234281357,-0.865512862653374,38.2079660030605
11,0.187691119266674,-0.661459685456252,-2.45515583028268,-0.236279568941097,24.0613256847299
11,0.782294301316142,-0.661459685456252,-2.45515583028268,-0.197175894348552,29.6531551460474
11,0.0935949867125601,-0.661459685456252,-2.45515583028268,1.10992028971364,24.5288050160854
11,0.46677904156968,-0.661459685456252,-2.45515583028268,0.0847372921971965,26.9886163595971
11,0.511505459900945,-0.661459685456252,-2.45515583028268,0.754053785184521,28.0756123132961
12,0.59998895926401,0.995345891747091,-11.5458443782041,-0.499292017172261,19.5519497429608
12,0.332823540316895,0.995345891747091,-11.5458443782041,0.214445309581601,17.3281108780776
12,0.488613033667207,0.995345891747091,-11.5458443782041,-0.324685911490835,18.5019390226919
12,0.954473827499896,0.995345891747091,-11.5458443782041,0.0945835281735714,24.0435090279506
12,0.4829023971688,0.995345891747091,-11.5458443782041,-0.895363357977542,17.8684711526432
13,0.890350222121924,3.29051703944804,5.02869262231128,-1.31080153332797,40.5511058871711
13,0.914438186911866,3.29051703944804,5.02869262231128,1.99721338474797,44.1792623117334
13,0.608734982321039,3.29051703944804,5.02869262231128,0.600708823672418,38.7198041010296
13,0.410689776530489,3.29051703944804,5.02869262231128,-1.25127136162494,34.2357007335919
13,0.147094690939412,3.29051703944804,5.02869262231128,-0.611165916680421,31.3724912019735
14,0.935299803270027,1.30554447250141,-3.54600381291196,-1.18548008459731,30.8425896234818
14,0.301228899974376,1.30554447250141,-3.54600381291196,2.19881034888372,27.0583632610347
14,0.0607205715496093,1.30554447250141,-3.54600381291196,1.31241297643351,23.4528882855714
14,0.947726940037683,1.30554447250141,-3.54600381291196,-0.265145056696353,31.9034201987754
14,0.720596273429692,1.30554447250141,-3.54600381291196,0.54319405923209,30.1439234622983
15,0.142294295597821,-0.97779475659368,-3.44004308233679,-0.41433994791886,22.4294253095938
15,0.549284656066447,-0.97779475659368,-3.44004308233679,-0.476246894615578,26.039468927133
15,0.95409123855643,-0.97779475659368,-3.44004308233679,-0.788602837850243,29.3793610550048
15,0.585483353119344,-0.97779475659368,-3.44004308233679,-0.594617267459511,26.2476906286442
15,0.404510281747207,-0.97779475659368,-3.44004308233679,1.65090746733669,26.8604391699913
