"","PreyDens","PredRate"
"113",0.607205715496093,2.32932934181695
"114",9.47726940037683,10.3118201324722
"115",7.20596273429692,3.80404153251084
"116",1.42294295597821,2.86404319934496
"117",5.49284656066447,3.85469833421792
"118",9.5409123855643,7.22166277049295
"119",5.85483353119344,2.30631506015229
"120",4.04510281747207,1.37138792093019
"121",6.4789347932674,11.7093750406452
"122",3.19820617092773,4.5596984188638
"123",3.07720010867342,1.6133938693506
"124",2.19767631264403,2.42726572723005
"125",3.69488865835592,1.65733586953525
"126",9.84219203470275,17.741652868154
"127",1.54202300822362,3.78289700708767
"128",0.910439998842776,2.33452066686549
"129",1.41906907781959,3.09494948526557
"130",6.90007101511583,4.02054797503815
"131",6.19256483390927,3.62168753102717
"132",8.91394117148593,2.942190933611
"133",6.72999092610553,3.36411105579868
"134",7.37077737925574,11.7696243973727
"135",5.21135725779459,4.46489869800277
"136",6.5983844967559,5.69260520805583
"137",8.21805460145697,7.1103456017955
"138",7.86281551700085,10.7767729893423
"139",9.79821917368099,4.37085632523729
"140",4.39431536244228,2.01646297207037
"141",3.1170220207423,6.17010312956668
"142",4.09474952612072,3.14414832637796
"143",0.104671118315309,2.01449349731298
"144",1.8384952400811,1.78280649778697
"145",8.42729318886995,0.800308566273523
"146",2.31161782052368,2.49240524863524
"147",2.39099955651909,3.93430168564967
"148",0.766911653336138,2.80903356225738
"149",2.45723678031936,4.0979744543449
"150",7.3213520552963,4.32944447789224
