"Age","Sex","Male","Herma","Size"
4.49487203639001,"Female",0,0,11.2897555981182
3.06320356298238,"Female",0,0,7.478585864634
6.60967791662551,"Female",0,0,14.594231311445
2.22886177361943,"Male",1,0,9.48604688728737
9.7072254489176,"Male",1,0,21.2006803335054
5.6356462710537,"Male",1,0,15.0131103483195
2.46763296308927,"Male",1,0,10.5439828566103
6.59712065639906,"Male",1,0,16.4154209708595
9.87358748703264,"Male",1,0,19.9764011524804
7.01894365716726,"Male",1,0,17.6176122575696
4.7702430721838,"Male",1,0,13.9641858629554
3.91010493854992,"Male",1,0,12.1526361076023
8.51729787955992,"Male",1,0,19.3704624281772
2.29435339267366,"Male",1,0,10.0487610053053
2.73534352192655,"Male",1,0,10.7798308577386
9.07064814376645,"Male",1,0,21.4186491484317
3.77307598874904,"Male",1,0,11.9843736799768
4.26970489160158,"Male",1,0,13.0390096445101
8.05551830865443,"Male",1,0,19.5179845614369
2.74040811927989,"Male",1,0,11.4539569976214
1.15989230689593,"Male",1,0,9.15604894864818
4.65947079658508,"Male",1,0,13.02723179403
5.34850902343169,"Male",1,0,16.1247497193818
4.79660455160774,"Male",1,0,13.7482675241558
4.08527921512723,"Male",1,0,14.1214002984563
8.79834983195178,"Male",1,0,18.6168025991031
5.09597245859914,"Male",1,0,14.1607455569821
5.80388386268169,"Male",1,0,16.2057574507979
9.67458998714574,"Male",1,0,20.4396912309404
7.97132387873717,"Male",1,0,17.8548346435316
2.87988713709638,"Male",1,0,10.068999742759
3.77908149454743,"Male",1,0,11.3266116183502
9.74208205216564,"Male",1,0,20.7633954517041
6.26410084147938,"Male",1,0,16.1610946005862
7.8474126283545,"Male",1,0,16.6597505441952
4.35438454989344,"Male",1,0,13.201161171538
7.9227452010382,"Male",1,0,19.3734578386906
5.8390946474392,"Male",1,0,16.8887011857511
9.22595904697664,"Male",1,0,21.3798793642254
2.66766797704622,"Male",1,0,11.1069217766061
3.53996575647034,"Male",1,0,10.428564315414
1.85466171870939,"Male",1,0,8.80078721165867
2.8943837119732,"Male",1,0,10.5599384026937
9.79389096656814,"Male",1,0,21.7536555720577
3.66671957843937,"Male",1,0,11.915542300456
7.5338472421281,"Male",1,0,16.793851960744
8.07119050831534,"Male",1,0,19.9543343289483
1.94875971507281,"Male",1,0,10.152252606046
3.1563516613096,"Male",1,0,11.4244717099572
3.43490385147743,"Male",1,0,12.6268426654768
1.90952644660138,"Male",1,0,8.29327024011409
2.06122457142919,"Male",1,0,10.1204930953756
9.92112900270149,"Male",1,0,20.9633636030015
9.87448867573403,"Hermaphrodite",0,1,24.3587294310816
2.23360724258237,"Hermaphrodite",0,1,12.3017533001455
9.14778623497114,"Hermaphrodite",0,1,23.2280479228819
6.18671653815545,"Hermaphrodite",0,1,19.3484888992807
4.55903973174281,"Hermaphrodite",0,1,15.8443916698677
5.04822235717438,"Hermaphrodite",0,1,17.3863804453232
7.35851711034775,"Hermaphrodite",0,1,19.0870284374032
1.74252471211366,"Hermaphrodite",0,1,11.0365035158217
4.05381322163157,"Hermaphrodite",0,1,16.2960940015579
7.12708796095103,"Hermaphrodite",0,1,19.9925423198457
3.85254323272966,"Hermaphrodite",0,1,13.1370365927475
8.48411738243885,"Hermaphrodite",0,1,20.6349461119924
2.93654874386266,"Hermaphrodite",0,1,13.2441983033227
5.48154042568058,"Hermaphrodite",0,1,17.9149341619885
3.48444705363363,"Hermaphrodite",0,1,14.1451639758783
2.72820986853912,"Hermaphrodite",0,1,13.5916647804252
9.55559137649834,"Hermaphrodite",0,1,24.1005913669778
3.8955298399087,"Hermaphrodite",0,1,16.1801386229534
5.30610745423473,"Hermaphrodite",0,1,17.0039745679721
1.25193314743228,"Hermaphrodite",0,1,10.8363141962037
5.92713521211408,"Hermaphrodite",0,1,16.4881129308573
6.79816198488697,"Hermaphrodite",0,1,19.2767050526007
6.36637190170586,"Hermaphrodite",0,1,18.0920778062423
3.89743638131768,"Hermaphrodite",0,1,14.0669469057332
9.02002881211229,"Hermaphrodite",0,1,22.3861182333304
6.63631252665073,"Hermaphrodite",0,1,19.766423328171
3.72614423767664,"Hermaphrodite",0,1,12.9950175655641
4.49384197383188,"Hermaphrodite",0,1,15.3989395309835
2.44427583226934,"Hermaphrodite",0,1,12.7597235752702
8.76296707778238,"Hermaphrodite",0,1,21.4298845606296
9.57791092409752,"Hermaphrodite",0,1,23.6339887401457
6.07280215108767,"Hermaphrodite",0,1,18.4383471631241
3.96592672052793,"Hermaphrodite",0,1,14.9224611533711
9.9695549684111,"Hermaphrodite",0,1,21.9816138976086
3.11337708216161,"Hermaphrodite",0,1,15.7272321399357
6.51404768740758,"Hermaphrodite",0,1,18.6068321251368
1.97360676480457,"Hermaphrodite",0,1,12.481364772477
5.38329312950373,"Hermaphrodite",0,1,17.2939528870848
1.89501241012476,"Hermaphrodite",0,1,12.6622572030418
2.45049186423421,"Hermaphrodite",0,1,13.3298653534506
3.54693583701737,"Hermaphrodite",0,1,14.1525692185433
6.25485102366656,"Hermaphrodite",0,1,18.6848107532666
7.58536892966367,"Hermaphrodite",0,1,19.6217263295964
2.48968819994479,"Hermaphrodite",0,1,13.4200707086366
8.79820986883715,"Hermaphrodite",0,1,21.8284841321482
7.37716723466292,"Hermaphrodite",0,1,21.9991695350249
7.84359582606703,"Hermaphrodite",0,1,19.44455462255
2.32375697698444,"Hermaphrodite",0,1,12.1144456711038
4.22251267079264,"Hermaphrodite",0,1,15.9940728963964
7.05999233270995,"Hermaphrodite",0,1,19.9980945365679
