"","Elevation","Size"
"363",958,28.8732400772782
"364",2079,17.7790247262547
"365",2801,5.95374454833797
"366",392,19.76563002297
"367",427,20.6008060422499
"368",2051,17.172273264278
"369",1315,21.5264431038854
"370",2511,22.5423898225713
"371",2916,14.4940878491609
"372",258,18.2715233642194
"373",1406,20.5832110440017
"374",2120,15.1288812925543
"375",306,20.1503369174412
"376",2979,7.21246200557349
"377",797,13.6035013930119
"378",196,13.1652226219794
"379",2075,13.6568815163638
"380",2371,14.1624773603467
"381",1093,20.8185257127318
"382",1131,23.7795650126132
"383",897,15.4660823545623
"384",286,14.72980508811
"385",1128,13.6635557050525
"386",575,17.3520563681816
"387",1631,17.1738546592372
"388",1537,20.8810876691913
"389",2838,15.555375789158
"390",1057,8.55055365569989
"391",1421,18.1218286222493
"392",293,25.6429340532578
"393",2587,23.3710063425516
"394",1217,14.8381839094439
"395",2221,10.0401172818121
"396",557,31.7333024593264
"397",1392,17.7958902876029
"398",2322,17.1907437494719
"399",235,21.8678709434907
"400",2454,9.4758027169044
"401",938,15.4209044440436
"402",1126,11.17178797355
"403",971,15.563526929947
"404",160,20.4342471650228
"405",1580,11.5964527100654
"406",2053,20.8969133968366
"407",2715,18.7317201440867
"408",125,15.3539248718968
"409",2968,18.1636247119053
"410",944,22.7964058124692
"411",2820,22.4854762663087
"412",2078,16.8577586067674
"413",1369,18.1628160304448
"414",2459,17.1074293250904
"415",167,27.0403087802752
"416",2230,23.39535946139
"417",1079,23.0930078387852
"418",2496,16.0672960007965
"419",1630,20.236207170832
"420",860,21.1564516561035
"421",2413,12.3786335285534
"422",320,11.0384774233963
"423",2505,20.7041501382581
"424",867,11.4864473440979
"425",2272,17.736418442421
"426",2894,18.3572391067417
"427",290,22.5293369515294
"428",2570,18.3771311875741
"429",2417,13.9187309685144
"430",1186,23.7458292994773
"431",1016,27.6771688345312
"432",655,23.7508940446272
"433",1730,8.55174549338012
"434",2670,24.3278809270147
"435",1613,18.1067202690687
"436",1782,20.8425713965964
"437",2014,21.0961661793553
"438",1613,17.9035696339665
"439",1554,18.0696840117564
"440",98,24.9977853466545
"441",191,23.3670096124312
"442",2792,22.1593112302212
"443",2319,29.5956334761516
"444",643,22.6790793184704
"445",1968,19.0689057869265
"446",1979,6.9678344471219
"447",1216,32.2425700162306
"448",2446,15.1406158910185
"449",1664,30.209673575477
"450",2661,19.2122178400249
"451",1682,26.010150994484
"452",2723,16.7284483941188
"453",1783,20.7743537734906
"454",1299,19.7707898982113
"455",2851,16.2183965031325
"456",2142,17.2560308768875
"457",1269,23.7951716792213
"458",104,18.8887092651425
"459",1722,8.089587527796
"460",1496,17.5245537558509
"461",2642,20.0569530276814
"462",2448,20.6342785817572
"463",2570,20.5128390873872
"464",1135,10.4044923956546
"465",2628,19.215710290056
"466",496,24.3432960497353
"467",881,25.5018934073383
"468",2017,16.8581936447794
"469",2933,15.457537069086
"470",1769,25.6701891593902
"471",1603,10.0573597711034
"472",229,17.5868501154344
"473",2909,19.3783103967873
"474",405,11.5061311730939
"475",311,21.0871393121588
"476",2648,26.741320105261
"477",1550,18.4296967328183
"478",1046,17.5617298751821
"479",2688,19.6865585701703
"480",144,18.4606391460635
