"","Latitude","State","Elevation","Colorado","Nevada","Utah","Size"
"53",40.9946242282167,"Nevada",2010.46711183153,0,1,0,3.12548274728998
"54",37.6094962998759,"Nevada",2183.84952400811,0,1,0,6.1092821562426
"55",39.8047399187926,"Nevada",2842.729318887,0,1,0,2.83660294103114
"56",38.0326569480821,"Nevada",2231.16178205237,0,1,0,6.6120292011242
"57",37.6376582512166,"Nevada",2239.09995565191,0,1,0,6.04317215040961
"58",40.7665393215138,"Nevada",2076.69116533361,0,1,0,5.49163017143054
"59",41.4752267957665,"Nevada",2245.72367803194,0,1,0,5.94828494223416
"60",38.8723138794303,"Nevada",2732.13520552963,0,1,0,4.22160554527156
"61",40.3255759731401,"Utah",2847.45316510089,0,0,1,3.72319488727363
"62",37.4742033046205,"Utah",2497.52726708539,0,0,1,6.99767856557888
"63",38.9198481889907,"Utah",2387.90902984329,0,0,1,5.37053871957064
"64",38.371918222867,"Utah",2246.44899414852,0,0,1,4.78673125977136
"65",41.0732001943979,"Utah",2111.09646130353,0,0,1,3.3354761183144
"66",39.2425817069598,"Utah",2389.99443524517,0,0,1,4.44786133635855
"67",41.050321765244,"Utah",2571.93531398661,0,0,1,3.27005188188103
"68",41.0619475475978,"Utah",2216.89276280813,0,0,1,2.91650015978868
"69",40.9717116055544,"Utah",2444.76800202392,0,0,1,3.97108479802895
"70",39.1991584380157,"Utah",2217.99066872336,0,0,1,4.68217420935003
"71",40.7723757931963,"Utah",2502.29956326075,0,0,1,4.14011419139743
"72",40.1461056577973,"Utah",2353.90457184985,0,0,1,2.88100198343724
"73",40.5509120067582,"Utah",2649.98515881598,0,0,1,1.79100313359896
"74",37.003123866627,"Utah",2374.71395661123,0,0,1,10.122299954106
"75",39.3765828704927,"Utah",2355.4453807883,0,0,1,4.24179489895504
"76",38.1005944258068,"Utah",2533.68794545531,0,0,1,5.87140401811391
"77",38.8990826886147,"Utah",2740.33436039463,0,0,1,5.10608273799083
"78",40.0638550163712,"Utah",2221.10293782316,0,0,1,3.7463152025739
"79",38.7589895462152,"Utah",2412.74611861445,0,0,1,5.66653595732308
"80",37.555677121738,"Utah",2265.68668684922,0,0,1,6.90737449469581
"81",38.2180973635986,"Utah",2629.97305346653,0,0,1,5.08537199765049
"82",40.3402779372409,"Utah",2183.82849078625,0,0,1,4.09503541353342
"83",39.0882338983938,"Utah",2863.64411143586,0,0,1,4.04982487668953
"84",40.9409791701473,"Utah",2746.56800413504,0,0,1,4.6477531204707
"85",37.5143232212868,"Utah",2668.28464972787,0,0,1,5.16402147845922
"86",39.174463707488,"Utah",2618.01787326112,0,0,1,3.31617336246563
"87",41.9247848999221,"Utah",2372.23806022666,0,0,1,2.24760518366657
"88",41.4652555719949,"Utah",2529.83568585478,0,0,1,2.69366236067048
"89",41.4323453039397,"Utah",2874.68234286644,0,0,1,2.27507592758056
"90",37.8752632513642,"Utah",2581.75009978004,0,0,1,5.24861191186021
