"","Elevation","Size"
"325",356,13.7129670734312
"326",149,20.3563957569764
"327",2998,19.6669464341324
"328",153,22.7806766954631
"329",1048,17.4432666806681
"330",2749,17.648509976642
"331",1871,22.9353207590484
"332",895,11.8226704146179
"333",2227,13.8643014423396
"334",2510,19.092011571583
"335",977,16.799090108315
"336",1503,25.347019969855
"337",2107,21.2592693167742
"338",1942,18.4188337620738
"339",1950,10.5112134123166
"340",2935,17.1955011266312
"341",1273,17.144920659015
"342",402,19.086267432397
"343",1602,12.4902038647216
"344",714,21.7792902191496
"345",1485,13.3202177984648
"346",1142,17.726890092788
"347",2951,18.9561291472568
"348",1196,14.8864210549348
"349",726,22.1889570284003
"350",1889,11.5284479917415
"351",453,5.49812660519729
"352",2904,19.4208399539293
"353",1569,22.633699134805
"354",531,18.0397728820431
"355",1885,20.635631272958
"356",2959,11.2614173745816
"357",2023,17.3412569658717
"358",1286,9.00640811979691
"359",1004,24.9019044571926
"360",2514,26.7855543077158
"361",474,24.89606130141
"362",619,19.2442651679313
"363",2695,17.1383482886204
"364",959,11.4606618842445
"365",1122,22.8299267194411
"366",2363,16.5833290965411
"367",620,16.0962853731946
"368",102,12.8378710367085
"369",1249,17.2521875167686
"370",1475,14.2796943249165
"371",1294,16.7208473983608
"372",1061,12.851000061182
"373",2606,25.8319474147285
"374",1393,18.5269873639602
"375",1625,23.7497253863619
"376",2893,4.09850164871174
"377",2335,15.3990108500258
"378",666,15.9565885420396
"379",961,12.9243691031704
"380",2915,24.8180457711205
"381",1775,11.1485904011525
"382",2294,19.2979513020401
"383",1149,23.0831814278985
"384",2319,18.5719509420901
"385",1636,13.9877226125224
"386",2746,21.9598290336208
"387",597,20.2559404092042
"388",883,13.7995104680898
"389",330,12.7297547619897
"390",671,29.7625871724657
"391",2932,13.6754842729078
"392",924,9.7981417304098
"393",2192,20.4742968137683
"394",2368,19.1831512803045
"395",361,12.869828321387
"396",757,9.52821793209025
"397",848,18.570487414207
"398",348,25.3489814585471
"399",398,22.7826201759107
"400",2974,14.5613128791901
"401",2959,12.8700588420781
"402",454,20.9013337837527
"403",2721,18.0657667360808
"404",1750,21.3985587334636
"405",1217,16.8040102485555
"406",1377,23.1197702660155
"407",2134,13.7119423633188
"408",293,18.0542764994002
"409",1051,22.6530726186295
"410",2058,22.8918580431356
"411",985,9.3224764927331
"412",2503,18.0329520350808
"413",685,22.3588950586732
"414",1519,11.2268784325468
"415",864,21.5391279993761
"416",616,15.243128648016
"417",2854,22.2472650608221
"418",999,21.6934101605132
"419",1461,22.384261474978
"420",133,20.4705966464352
"421",1665,22.6532421707888
"422",1951,24.9515726415727
"423",1809,28.0222400772782
"424",1000,18.8580247262547
"425",2679,6.07574454833797
"426",1897,18.26063002297
"427",944,20.0838060422499
"428",1195,18.028273264278
"429",523,22.3184431038854
"430",2595,22.4583898225713
"431",2862,14.5480878491609
"432",1713,16.8165233642194
"433",1022,20.9672110440017
"434",2990,14.2588812925543
"435",743,19.7133369174412
"436",1857,8.33446200557349
"437",369,14.0315013930119
"438",1487,11.8742226219794
"439",343,15.3888815163638
"440",525,16.0084773603467
"441",885,21.0265257127318
"442",1772,23.1385650126132
"443",2209,14.1540823545623
"444",538,14.47780508811
"445",2606,12.1855557050525
"446",2140,15.7870563681816
"447",2293,16.5118546592372
"448",484,21.9340876691913
"449",1106,17.287375789158
"450",2036,7.57155365569988
"451",1595,17.9478286222493
"452",1082,24.8539340532578
"453",760,25.1980063425516
"454",222,15.8331839094439
"455",748,11.5131172818121
"456",2676,29.6143024593264
"457",2445,16.7428902876029
"458",2255,17.2577437494719
"459",507,21.5958709434907
"460",418,11.5118027169044
"461",2925,13.4339044440436
"462",1337,10.96078797355
"463",1419,15.115526929947
"464",538,20.0562471650228
"465",1776,11.4004527100654
"466",849,22.1009133968366
"467",729,20.7177201440867
"468",2089,13.3899248718968
"469",884,20.2476247119053
"470",2441,21.2994058124692
"471",327,24.9784762663087
"472",2475,16.4607586067674
"473",1311,18.2208160304448
"474",2280,17.2864293250904
"475",2004,25.2033087802752
"476",1361,24.26435946139
"477",1900,22.2720078387852
"478",51,18.5122960007965
"479",691,21.175207170832
"480",2129,19.8874516561035
