"Age","Sex","Male","MotherSize","FatherSize","Size"
3.86362906871364,"Female",0,-1.46230251681759,4.61768285389816,10.1636592157664
3.08463206817396,"Female",0,-0.766560313374946,2.5853400510017,9.19238251044788
2.2852002014406,"Female",0,-1.72129594259728,2.4996455110222,8.9855308635288
4.73091702233069,"Female",0,0.279313981838756,4.40623111083985,13.2985017800841
4.723518936662,"Female",0,-0.0377493282265554,4.81810246483558,13.4156647647712
4.31960905832238,"Female",0,-1.30829701771699,3.42424570034484,10.2096417227377
2.37200272968039,"Female",0,-1.2673448217896,1.06120119635242,9.91975464578454
2.24925457104109,"Female",0,-3.35100501610603,4.24646795578906,7.63301548961446
3.09730689506978,"Female",0,0.284639888086355,3.6980157187422,11.6827136776186
5.19366205227561,"Female",0,1.7262726784608,3.94239069065067,11.3031425289989
3.39375376328826,"Female",0,-1.84194659581222,2.78258784660784,9.3039391987166
8.72044943808578,"Female",0,2.694028537779,7.53496935348847,20.6263712205452
1.41248050006106,"Male",1,-4.29792606363824,3.61129084894478,7.62310308248555
4.97980066784658,"Male",1,0.236684377003105,6.29221364428009,14.3722538441652
8.19032361079007,"Male",1,2.9436317323277,7.92517855409372,19.8330010291411
2.09709333977662,"Male",1,-3.25044925962111,2.64028739900871,8.26059170233597
6.04853185382672,"Male",1,0.0969132865617008,5.63419190590786,16.1944273794175
2.85878250654787,"Male",1,-2.18624521826105,2.38253561193229,11.2248468461068
2.14778485218994,"Male",1,-3.63711961726713,1.3591820143397,6.84903716019457
7.77977077872492,"Male",1,1.11182884213679,7.18515351126541,20.0834291588146
9.0554082323797,"Male",1,3.67518171209194,10.7063156997164,24.4434218866311
4.37016498297453,"Male",1,0.289161592035295,4.31613685788909,16.4213959863352
6.98603675165214,"Male",1,1.41068978904374,7.10528198807972,20.2436606735436
1.85356594831683,"Male",1,-2.53846972945814,2.09725337791592,10.100235368722
4.45572674018331,"Male",1,-2.16215596810586,5.68820261866865,11.8167229614503
3.46945280116051,"Male",1,-1.58610916436403,2.95338897021573,11.255827113303
8.33176034991629,"Male",1,3.85116755385976,7.33925319952426,20.8132689276521
5.03664707252756,"Male",1,0.337800434694272,6.71234400493075,16.3092281800246
8.29057917743921,"Male",1,3.39625537158816,7.84941596053393,21.0581974317787
8.31150558567606,"Male",1,2.67079957737068,7.58843961573619,19.5087278634633
8.149080889998,"Male",1,2.29937654396442,6.91280777111471,22.5873810477258
4.95848518842831,"Male",1,-1.0656436021766,3.67376946611052,15.5530225055844
7.79027642775327,"Male",1,2.9079230248534,7.21630294845528,20.4951761632809
6.66299018403515,"Male",1,0.71551556985035,7.28097600120168,19.5555139226541
7.39164161216468,"Male",1,1.90108416846401,8.5014897510944,18.0614480574767
1.00562295992859,"Male",1,-4.25046923226966,1.71321131376418,8.29396721353954
5.27784916688688,"Male",1,2.12171117211909,4.91419186979163,15.1964595071364
2.9810699664522,"Male",1,-2.67087993524326,3.0408199038368,11.8660875696179
4.41834883950651,"Male",1,-0.346264588208636,3.71375237582644,13.7280344711912
6.51493902946822,"Male",1,1.59289987903193,5.79772086789421,18.5100855492253
4.16618118318729,"Male",1,-1.79567545094284,5.05083168216421,15.0029241590965
2.00021881912835,"Male",1,-3.07108926699525,0.984626240524805,9.09178373177871
3.19257525447756,"Male",1,-0.362873887099091,5.14786921997002,13.466932312633
7.01250028703362,"Male",1,2.46400434011283,6.92218069306777,17.469866595009
4.75882101710886,"Male",1,-0.199946060898202,4.97335984373807,13.726988953708
8.09376250626519,"Male",1,2.67126567392557,7.35523480152562,22.4690051081538
1.92578179831617,"Male",1,-5.12746542322435,1.3513931085529,9.08632380216867
4.91403467347845,"Male",1,1.04537188689263,3.59701854117321,12.3368627113104
9.86461281985976,"Male",1,3.40397274893494,9.68168743148703,22.2772063233752
9.03746002959087,"Male",1,4.77740754046821,9.45644243451534,22.6620228206761
8.97822154709138,"Male",1,5.88732511630886,9.30252589125276,24.0442378073508
2.57547385245562,"Male",1,-3.86841930851618,1.79393736540086,9.8260544832021
2.17626122408547,"Male",1,-2.12195444053982,1.38763925323146,10.3665537650913
6.87791732535698,"Male",1,1.61571983595451,6.37571860701411,19.5659701299746
4.09164825035259,"Male",1,-2.4804959087929,5.58770892019894,15.2641807724456
6.91082315170206,"Male",1,0.39615549792031,5.77351953103632,18.1673898132744
3.88335918239318,"Male",1,-2.71817699118141,3.70430758801298,12.459886605539
2.68922007340007,"Male",1,-2.84168644877024,4.59158189507899,8.77992436839113
8.04064871184528,"Male",1,1.57889312684938,7.93967382651647,20.5838795713465
1.84235488041304,"Male",1,-2.46972834661113,0.482514176591647,8.17986941714099
5.20101137412712,"Male",1,2.30112031465279,4.53624193885306,14.5001780125269
5.60354913910851,"Male",1,-0.68348133692667,6.08900911801339,15.7705417876231
